controle_review_longo,data,nota,Notas
"Deixa a internet da minha tv que já é smart ainda melhor para acesso. A parte ruim que não tem como abaixar o App HBO e Animes Brasil, tem que acessar pela internet 😔😔😔 fora isso o produto é Top.",2021-11-21,5,Positivo
"Execelente produto, comprei para minha mãe de presente e funcionou perfeitamente na tv q não era smart, fácil de manusear e fácil instalação. Chegou dentro do prazo e muito bem embalado, minha mãe amou. Foi uma excelente compra e compraria novamente.",2022-01-12,5,Positivo
O aparelho é bom porém não funciona o GloboPlay e nem o HBO Max. Existem tutoriais na internet que ensinam malabarismos técnicos mas não é um aparelho homologado pelo Globoplay (não está na lista). Da mesma forma que o HBO Max também não.,2022-02-03,1,Negativo
"A entrega foi bem rápida, chegou antes do esperado. O aparelho é bem eficaz e atende todas as minhas necessidades já que a minha smart tv já está ultrapassada. O controle remoto é muito bom e a configuração do aparelho no geral é prático.",2021-05-17,5,Positivo
"A minha tv não é smart, porém após adquirir está ferramenta ficou tudo mais prático, facil de instalar, navegar pelo controle remoto é muito rapido e eu consigo acesso e muitas outras informações somente pelo comando de voz com a alexa .",2022-02-04,5,Positivo
chegou super rapido como sempre... foi um pouco dificil encaixar nos espaços da tv presa ao painel mas gostei bastante,2021-12-07,5,Positivo
"Gostei, mas não está disponível ainda o acesso ao app HBO Max.",2021-07-14,4,Positivo
"O aparelho veio antes do prazo esperado, bom funcionamento, fácil instalação e contei diversos app além do que está demonstrado na embalagem. Conta com o IA alexia, muito prática e super eficiente. Porém só não gostei de uma coisa de estar conectado o aparelho na tomada para usa-lo.",2021-08-15,3,Positivo
"Gostei bastante do produto, funciona super bem. Tem uma grande variedade de aplicativos. Infelizmente senti falta do Globoplay e do HBOMAX, espero que eles cheguem em breve na plataforma da amazon.",2022-01-10,5,Positivo
"Minha Tv é da AOC e sempre travou muito, fora que não tinha todos apps, essa foi a melhor compra que fiz, super rápido, não trava, a imagem é perfeita e o áudio também, comprei na pré venda e chegou no dia 05/05 quando o produto foi lançado, eu amei não tenho nada a reclamar ❤️",2021-05-13,5,Positivo
"Eu ia trocara tv e gastar 3.000 reais em uma tv smart nova pois a minha e smart mas nao atualiza mas o software.
comprei e agora navego maravilhosamente em tudo e nao preciso mais trocar a tv.
bela economia",2021-05-24,5,Positivo
"Por ser capaz de instalar aplicativos de Android, é uma excelente compra até para usar em Smart TVs cujo sistema ainda é operacional, dada a imensa flexibilidade que esse aparelho proporciona. Fácil de configurar, sistema ágil e muito bem otimizado.",2021-12-23,5,Positivo
"Eu tenho uma tv Philco que tem uma excelente qualidade de imagem, mas a parte do Smart é muito escrota. O Fire Stick TV consertou a minha tv, de um jeito prático, com todos os apps que eu utilizo.",2021-12-09,5,Positivo
"Foi bem complicado instalar ela na TV, levei quase 5 horas tentando... O manual é pobre em informações relacionadas a instalação, tive que ficar entrando em sites, tutoriais no youtube, tentei contato com atendente, mas estava demorando.",2021-10-07,5,Positivo
"O produto é rápido, não trava, fácil de utilizar e bem moderno. Só chamo a atenção para o fato de ainda não ter HBO MAX e GloboPlay de maneira oficial. Caso queira utilizar algum desses apps será necessário utilizar métodos alternativos.",2022-03-02,5,Positivo
"Super recomendo o produto, foi facílimo de instalar e a funcionalidade de controlar a TV realmente faz a diferença.
Aplicativos rodando perfeitamente, sem travar, fácil transição entre um e outro. Pode comprar de olho fechado.",2022-02-01,5,Positivo
O controle de TV (liga/desliga e volume) resolveu meu problema. Além da minha TV ser antiga o controle estava ruim. Agora não preciso recorrer ao controle da outra TV. E os botões de acesso rápido aos apps são ótimos pra criança pequena.,2021-12-01,5,Positivo
"A instalação é fácil. Só é demorada porque ele primeira baixa a última versão do aplicativo. Mas tirando isso, funcionou muito bem na tv da minha mãe que mesmo sendo smart não permitia instalar outros aplicativos de streaming.",2021-10-05,5,Positivo
"Fácil de instalar, simples, rápido e versátil nas funções.
Muito bom!",2021-07-31,5,Positivo
"O único porém que havia, não funcionar o HBO Max, deram uma resolvida parcial na última atualização de software, com o uso via funcionamento como desktop do navegador silk. Não testei, mas talvez tenha resolvido o globoplay também por esse caminho.",2021-09-27,4,Positivo
"Muito fácil de instalar e se vc tiver conta na Amazon Prime, já vem configurado pra vc. fica invisível atrás da tv e consigo controlar a tv, sem precisar usar dois controles remoto, bem prático!!!",2021-12-28,5,Positivo
"Produto perfeito pra quem não tem tb smart! Maravilhoso minha tb agora faz tudoooo! Entrega rápida, produto fácil de instalar! Amei",2022-03-08,5,Positivo
A compra foi realizada q tem uma tv comprada meses antes das smart tv... ela tem 76 anos e esta adorando... facil de fazer as buscas no you tube de videos de musicas japanesas q tanto gosta. Ela não tem os outros stremears mas nao reclama não kkkkk,2022-02-05,5,Positivo
"O controle é muito bom, mas peca em duas coisas: falta o app para acessar a HBO Max e não desliga ou não achei como desligar ainda. Tenho de desligar a TV para finalizar.",2021-10-28,4,Positivo
Fácil e rápido para instalar. A integração com a Alexa me permitiu transformar os echo dots em um sistema de home theater e o melhor é que da pra usar só o controle do firestick também para controlar a TV.,2021-12-02,5,Positivo
"Ótimo aparelho, e ótimo suporte da Amazon pelos atendentes!
Só fiquem atentos se ele é compatível com televisores mais antigos, como os de plasma. Na minha tv antiga não funcionou.
Já nas recentes, funcionou perfeitamente bem.",2021-08-09,5,Positivo
"Ótimo produto o qual está atendendo fielmente às minhas necessidades.
Fácil de instalar, comandos com rapidez, acesso aos aplicativos de filmes e séries, integrado com a Alexa.
Gostei bastante e já deveria ter adquirido antes.",2021-08-31,5,Positivo
"Superou minhas expectativas. Transformei monitor de 29 polegadas (com entrada HDMI) em uma Smart TV.
É super rápido e muito eficiente.
Recomendadíssimo.",2021-06-09,5,Positivo
"Superou minhas expectativas. Tenho uma TV que não é Smart, mas com esse produto ela é completamente adaptada e agora nem lembro que ela não é Smart.",2021-12-12,5,Positivo
"Entrega SUPER rápida
produto de ótima qualidade
já tinha o firetv stick light e fiz upgrade para esse modelo por conta do controle pois a resolução do aparelho eh a mesma coisa",2021-10-18,5,Positivo
"Só não gostei de não consegui instalar a versão nova do Globoplay...
O Globoplay já é ruim desde sempre, ainda sem atualizar 🤦🏾‍♂️. (Eu não gosto, mas há pessoas em casa que usam)",2022-02-03,5,Positivo
Fire stick é sensacional. Integra de forma fácil vários streaming. Mesmo com TV smart continuei usabdo ele pq oferece melhor experiência,2022-02-06,5,Positivo
"Senti falta de hbo max, globoplay. Ponto positivo porque tem Paramount+ mas não ter esses apps importantes acho beeeeem negativo",2021-07-25,2,Negativo
"O produto é perfeito . Resolveu todos os meus problemas com TV aqui em casa. É fácil de instalar e de usar , rápido e não trava ... Estou muito satisfeito com essa compra ...Agora vou comprar outro para colocar no meu quarto hahahahaha",2021-12-19,5,Positivo
"Muito top!. facil de instalar, é bem fluido e a integração da Alexa é ótima. vale muito a pena!!",2021-12-31,4,Positivo
"Aparelho muito bom. Funciona perfeitamente e atendeu totalmente as minhas expectativas.
A única coisa que me deixou meio desconfiado é quando a resistência do controle remoto, que me parece ser um pouco frágil. Tomara que seja apenas impressão.",2021-05-27,5,Positivo
"mil vezes melhor que o Chromecast mais fácil de usar muitas ultilidades superiores comprei pra tv da sala e pretendo logo logo comprar para a dos quartos, melhor que comprar uma tv smart",2021-11-30,5,Positivo
"O único ponto negativo, é de não ter aplicatiovs como HBO Max disponivel para baixar, mas que uma rapida pesquisa no google não possibilite encontrar alternativas para instalar o aplicativo.
Tirando este detalhe, o produto é excelente.",2021-10-08,5,Positivo
"Modernizou minha TV antiga, que agora virou Smart TV moderníssima, e com assistente de voz.",2022-02-04,5,Positivo
"Tenho uma TV Samsung smart, porém o acesso aos streamings era muito lento. Então um amigo me recomendou o fire stick e fiquei surpreso com a velocidade que ficou a minha TV, para sair de um streaming ao outro é muito rápido. Recomendo!",2022-02-05,5,Positivo
"Bem embalado, entrega rápida chegou antes do prazo. Instalação tranquila veio vinculado a conta da echo nem precisei colocar a senha do wifi. Controle está ligando/deslig e controlando o volume da tv. O comando com a alexa funciona e é bem legal.",2021-07-03,5,Positivo
"Produto bom e funcional. Minha TV é mais antiga e, mesmo assim, funciona bem e sem problemas. Só a Alexa que é mais limitada do que nos outros aparelhos, mas nada que atrapalhe.",2021-12-11,5,Positivo
"Muito bom ficou excelente na minha TV LG que já é uma Smart mas que não se atualizou com o tempo. O controle remoto é um diferencial maravilhoso, vale muito apena para quem tem um TV boa que ainda funciona bem porem não se atualizou com o tempo.",2021-09-30,5,Positivo
"Recebi o equipamento antes do prazo pela Log, o equipamento é fácil de ser instalado, é de excelente qualidade, existe funções que a minha tv não tem, a imagem ficou muito melhor e agora utilizo apenas um controle, o controle da tv não uso mais.",2022-02-01,5,Positivo
"Fácil de instalar (apesar de levar um tempinho para atualizar tudo, dependendo da internet) e muito fácil de usar também. Só espero que tenha HBO Max e Globoplay logo, para ficar mais completo.",2022-01-11,5,Positivo
"Excelente, responde rápido aos comandos e automação é fantástica, e poder controlar a tv com apenas ele é maravilhoso aposentar todos os outros controles e usar só ele.",2022-01-03,5,Positivo
"Chegou bem antes da data e bem embalado.
O produto realmente cumpre tudo o que o anúncio prometi,muito feliz com a compra.
Satisfeito é a palavra que define.",2022-01-24,5,Positivo
"O sistema é bem simples, fácil de usar e eficiente.
Estou gostando demais.",2021-11-27,5,Positivo
"Ótimo produto, logo que liguei pediu uma atualização, demorou um pouco. Tirando isso tudo funcionando certinho. O controle ajuda bastante com a integração de ligar e desligar e de aumentar e diminuir o volume. Parabéns!!!",2021-12-06,5,Positivo
"Que produto maravilhoso, exclente em tudo. ótimo custo benefício!!",2021-12-15,5,Positivo
"Nova vida a minha tv que antes só tinha a Flix, e agora conta com várias outras opções. Único ponto negativo é que até o momento dessa avaliação não é nativamente compatível com hbomax, mas vc consegue instalar fazendo alguns passos.",2022-01-14,5,Positivo
O produto era bom até o controle parar de funcionar do nada (não teve queda e nem mal uso). Liguei na amazon e estou esperando resposta a mais de 15 dias corridos. Estou com um produto que não foi barato sem poder usar. Não recomendo o produto.,2022-03-04,1,Negativo
"O FireTV atendeu a todas as expectativas, o novo controle melhorou muito. Único ponto, seria a possibilidade de organizar e personalizar a área Home.",2021-05-17,5,Positivo
"Gostei muito da fluidez do sistema, abre os aplicativos bem rápido.
O controle remoto é ótimo, e conta com comando de voz por Alexa.
Muito conteúdo para se divertir.",2021-12-17,5,Positivo
"Dei 5 para Integração com a Alexa, mas acabo que nem uso. De qualquer forma produto atende as necessidades. O único problema é a questão de ter que baixar a parte a hbo max e globo play, mas nada que um tutorial no youtube da vida não resolva.",2022-02-15,5,Positivo
"Quando vou assistir um filme no prime vídeo fica travando constantemente, detalhe isso só acontece no prime vídeo os outros apps rodam de boa no Fire Stick, resolvam isso atualizem por gentileza",2021-06-20,1,Negativo
"Em menos de 2h de uso fez queimar a televisao, aguardando a resolução da equipe técnica, no fim deram a opção de devolver o aparelho e reembolso porém o prejuizo da Tv ficou comigo. Pessimo atendimento do setor especializado. Pessimo produto.",2021-08-17,1,Negativo
